ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,age,age_desc,urbanization,urbanization_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
161,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,2007,F,Female,Y_GE14,14 years old and over,_T,All areas,7.63,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Survey on the use of time and unpaid work 2007 to apply ICATUS.,2017,"sex, age, urbanization",1
162,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",858,Uruguay,URY,-56.01387025,-32.8002838,Latin America and the Caribbean,2007,M,Male,Y_GE14,14 years old and over,_T,All areas,6.85,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Survey on the use of time and unpaid work 2007 to apply ICATUS.,2017,"sex, age, urbanization",1
163,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2006,F,Female,Y_GE10,10 years old and over,_T,All areas,6.57,HR,Hours,CA,Country adjusted data,G,Global,"Commuting to work includes those to study as well; total unpaid care includes household work, care for children and other and shopping, volunteering;",Calculated by UNSD based on available country data from the Survey on Time Use and Leisure Activities to apply ICATUS.,2017,"sex, age, urbanization",
164,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2001,F,Female,Y_GE10,10 years old and over,_T,All areas,6.47,HR,Hours,CA,Country adjusted data,G,Global,"Commuting to work includes those to study as well; total unpaid care includes household work, care for children and other and shopping, volunteering;",Calculated by UNSD based on available country data from the Survey on Time Use and Leisure Activities to apply ICATUS.,2017,"sex, age, urbanization",
165,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2006,M,Male,Y_GE10,10 years old and over,_T,All areas,6.38,HR,Hours,CA,Country adjusted data,G,Global,"Commuting to work includes those to study as well; total unpaid care includes household work, care for children and other and shopping, volunteering;",Calculated by UNSD based on available country data from the Survey on Time Use and Leisure Activities to apply ICATUS.,2017,"sex, age, urbanization",
166,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2001,M,Male,Y_GE10,10 years old and over,_T,All areas,6.2,HR,Hours,CA,Country adjusted data,G,Global,"Commuting to work includes those to study as well; total unpaid care includes household work, care for children and other and shopping, volunteering;",Calculated by UNSD based on available country data from the Survey on Time Use and Leisure Activities to apply ICATUS.,2017,"sex, age, urbanization",
167,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2016,F,Female,Y_GE15,15 years old and over,_T,All areas,6.7,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",1
168,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2013,F,Female,Y_GE15,15 years old and over,_T,All areas,6.4,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
169,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2010,F,Female,Y_GE15,15 years old and over,_T,All areas,6.46,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
170,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2007,F,Female,Y_GE15,15 years old and over,_T,All areas,6.74,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
171,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2004,F,Female,Y_GE15,15 years old and over,_T,All areas,6.8,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
172,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2000,F,Female,Y_GE15,15 years old and over,_T,All areas,6.83,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
173,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2016,M,Male,Y_GE15,15 years old and over,_T,All areas,6.72,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",1
174,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2013,M,Male,Y_GE15,15 years old and over,_T,All areas,6.58,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
175,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2010,M,Male,Y_GE15,15 years old and over,_T,All areas,6.53,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
176,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2007,M,Male,Y_GE15,15 years old and over,_T,All areas,7.03,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
177,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2004,M,Male,Y_GE15,15 years old and over,_T,All areas,6.95,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
178,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2000,M,Male,Y_GE15,15 years old and over,_T,All areas,7.01,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Swiss Labour Force Survey - Unpaid Work Module to apply ICATUS.,2017,"sex, age, urbanization",
179,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,2000,F,Female,Y_GE12,12 years old and over,_T,All areas,5.58,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the The Belgian Time Use Survey 1999 to apply ICATUS.,2017,"sex, age, urbanization",
