ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
263,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2008,F,Female,12.56,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
264,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2010,F,Female,12.04,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
265,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,2000,F,Female,12.57,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
266,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2002,F,Female,12.61,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
267,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2015,F,Female,12.66,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
268,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2003,F,Female,12.67,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
269,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,788,Tunisia,TUN,9.572737411,34.11439971,Northern Africa and Western Asia,2010,F,Female,12.68,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,LFS - National Population and Employment Survey,2021,sex,
270,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,34,Southern Asia,,,,Central and Southern Asia,2018,F,Female,12.68,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
271,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2014,F,Female,12.7,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
272,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2016,F,Female,12.76,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
273,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,2010,F,Female,12.78,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
274,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,2008,F,Female,12.79,PT,Percent,C,Country data,G,Global,,LFS - National Employment Survey,2021,sex,1
275,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2008,F,Female,12.81,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
276,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,356,India,IND,79.3608464,22.34642074,Central and Southern Asia,2012,F,Female,12.89,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - National Sample Survey,2021,sex,
277,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,34,Southern Asia,,,,Central and Southern Asia,2019,F,Female,12.89,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
278,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2017,F,Female,12.9,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
279,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2007,F,Female,12.92,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
280,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2004,F,Female,12.94,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
281,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2010,F,Female,12.95,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
282,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2006,F,Female,13,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
283,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2016,F,Female,13.01,PT,Percent,C,Country data,G,Global,,LFS - Labour Force Survey,2021,sex,
284,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2018,F,Female,13.03,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
285,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2005,F,Female,13.06,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
286,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,2004,F,Female,13.07,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
287,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,2011,F,Female,13.11,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
288,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2015,F,Female,13.16,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
289,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,524,Nepal,NPL,83.94678863,28.25866332,Central and Southern Asia,2017,F,Female,13.17,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,1
290,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,2013,F,Female,13.18,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
291,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,2017,F,Female,13.19,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers,LFS - Labour Force Survey,2021,sex,
292,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,62,Central and Southern Asia,,,,Central and Southern Asia,2019,F,Female,13.23,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
293,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,2008,F,Female,13.28,PT,Percent,C,Country data,G,Global,Age coverage - minimum age: 10 years old,LFS - Labour Force Survey,2021,sex,
294,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,2007,F,Female,13.31,PT,Percent,C,Country data,G,Global,Age coverage - minimum age: 10 years old,LFS - Labour Force Survey,2021,sex,
295,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2014,F,Female,13.36,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
296,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,462,Maldives,MDV,73.09672546,-0.614385021,Central and Southern Asia,2009,F,Female,13.37,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,HIES - Household Income and Expenditure Survey,2021,sex,
297,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,2011,F,Female,13.51,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Sample Survey,2021,sex,
298,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2011,F,Female,13.56,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
299,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,414,Kuwait,KWT,47.49305029,29.53949468,Northern Africa and Western Asia,2016,F,Female,13.61,PT,Percent,C,Country data,G,Global,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts,LFS - Labour Force Sample Survey,2021,sex,1
300,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,356,India,IND,79.3608464,22.34642074,Central and Southern Asia,2018,F,Female,13.67,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year,LFS - Periodic Labour Force Survey,2021,sex,
